week_start,store_id,product_id,category,region,channel,promo_active,promo_type,promo_start_date,promo_end_date,discount_pct,units_sold,unit_price,sales_value,cost,gross_margin,stockout
2026-01-04,6,17,Energy Drinks,South,Supermarket,0,None,,,0.0,37,3.0,111.0,61.87,49.13,0
2026-01-04,6,18,Carbonated,South,Supermarket,0,None,,,0.0,35,1.5,52.5,34.71,17.79,0
2026-01-04,6,19,Energy Drinks,South,Supermarket,0,None,,,0.0,36,2.67,96.12,60.65,35.47,0
2026-01-04,6,20,Dairy,South,Supermarket,0,None,,,0.0,33,2.42,79.86,54.47,25.39,0
2026-01-04,7,1,Carbonated,East,Discounters,0,None,,,0.0,35,1.63,57.05,37.51,19.54,0
2026-01-04,7,2,Juice,East,Discounters,0,None,,,0.0,43,2.35,101.05,63.62,37.43,0
2026-01-04,7,3,Energy Drinks,East,Discounters,0,None,,,0.0,34,2.54,86.36,57.71,28.65,0
2026-01-04,7,4,Juice,East,Discounters,1,Bundle,2026-01-04,2026-01-04,0.15,47,1.96,92.12,51.77,40.35,0
2026-01-04,7,5,Energy Drinks,East,Discounters,0,None,,,0.0,22,2.67,58.74,35.41,23.33,0
2026-01-04,7,6,Carbonated,East,Discounters,0,None,,,0.0,43,1.61,69.23,42.35,26.88,0
2026-01-04,7,7,Juice,East,Discounters,1,Bundle,2026-01-04,2026-01-04,0.24,49,1.91,93.59,62.54,31.05,0
2026-01-04,7,8,Carbonated,East,Discounters,0,None,,,0.0,38,1.39,52.82,29.05,23.77,0
2026-01-04,7,9,Water,East,Discounters,0,None,,,0.0,30,1.08,32.4,20.96,11.44,0
2026-01-04,7,10,Dairy,East,Discounters,0,None,,,0.0,31,2.6,80.6,53.55,27.05,0
2026-01-04,7,11,Water,East,Discounters,0,None,,,0.0,36,0.95,34.2,18.84,15.36,0
2026-01-04,7,12,Juice,East,Discounters,1,Loyalty,2026-01-04,2026-01-04,0.14,38,2.17,82.46,50.74,31.72,0
2026-01-04,7,13,Dairy,East,Discounters,0,None,,,0.0,27,2.53,68.31,39.91,28.4,0
2026-01-04,7,14,Water,East,Discounters,0,None,,,0.0,37,0.95,35.15,20.42,14.73,0
2026-01-04,7,15,Carbonated,East,Discounters,1,Feature,2026-01-04,2026-01-04,0.14,39,1.37,53.43,32.5,20.93,0
2026-01-04,7,16,Juice,East,Discounters,0,None,,,0.0,41,2.23,91.43,62.56,28.87,0
2026-01-04,7,17,Energy Drinks,East,Discounters,0,None,,,0.0,24,3.0,72.0,46.13,25.87,0
2026-01-04,7,18,Carbonated,East,Discounters,1,Loyalty,2026-01-04,2026-01-04,0.08,38,1.38,52.44,34.33,18.11,0
2026-01-04,7,19,Energy Drinks,East,Discounters,0,None,,,0.0,20,2.67,53.4,33.34,20.06,0
2026-01-04,7,20,Dairy,East,Discounters,0,None,,,0.0,27,2.42,65.34,40.33,25.01,0
2026-01-04,8,1,Carbonated,West,Convenience,0,None,,,0.0,22,1.63,35.86,23.82,12.04,0
2026-01-04,8,2,Juice,West,Convenience,0,None,,,0.0,29,2.35,68.15,40.2,27.95,0
2026-01-04,8,3,Energy Drinks,West,Convenience,0,None,,,0.0,25,2.54,63.5,37.48,26.02,0
2026-01-04,8,4,Juice,West,Convenience,0,None,,,0.0,31,2.31,71.61,41.75,29.86,0
2026-01-04,8,5,Energy Drinks,West,Convenience,0,None,,,0.0,24,2.67,64.08,38.07,26.01,0
2026-01-04,8,6,Carbonated,West,Convenience,0,None,,,0.0,34,1.61,54.74,30.78,23.96,0
2026-01-04,8,7,Juice,West,Convenience,0,None,,,0.0,27,2.51,67.77,41.21,26.56,0
2026-01-04,8,8,Carbonated,West,Convenience,0,None,,,0.0,30,1.39,41.7,23.48,18.22,0
2026-01-04,8,9,Water,West,Convenience,1,Discount,2026-01-04,2026-01-11,0.11,35,0.96,33.6,21.09,12.51,0
2026-01-04,8,10,Dairy,West,Convenience,0,None,,,0.0,25,2.6,65.0,39.29,25.71,0
2026-01-04,8,11,Water,West,Convenience,1,Bundle,2026-01-04,2026-01-11,0.17,36,0.79,28.44,18.39,10.05,0
2026-01-04,8,12,Juice,West,Convenience,0,None,,,0.0,23,2.52,57.96,33.06,24.9,0
2026-01-04,8,13,Dairy,West,Convenience,0,None,,,0.0,17,2.53,43.01,27.62,15.39,0
2026-01-04,8,14,Water,West,Convenience,0,None,,,0.0,29,0.95,27.55,18.49,9.06,0
2026-01-04,8,15,Carbonated,West,Convenience,0,None,,,0.0,27,1.59,42.93,28.08,14.85,0
2026-01-04,8,16,Juice,West,Convenience,0,None,,,0.0,29,2.23,64.67,41.75,22.92,0
2026-01-04,8,17,Energy Drinks,West,Convenience,0,None,,,0.0,34,3.0,102.0,57.0,45.0,0
2026-01-04,8,18,Carbonated,West,Convenience,0,None,,,0.0,29,1.5,43.5,26.81,16.69,0
2026-01-04,8,19,Energy Drinks,West,Convenience,1,Discount,2026-01-04,2026-01-18,0.17,37,2.22,82.14,52.16,29.98,0
2026-01-04,8,20,Dairy,West,Convenience,1,Feature,2026-01-04,2026-01-04,0.27,27,1.77,47.79,32.84,14.95,0
2026-01-04,9,1,Carbonated,North,Hypermarket,0,None,,,0.0,43,1.63,70.09,40.72,29.37,0
2026-01-04,9,2,Juice,North,Hypermarket,0,None,,,0.0,60,2.35,141.0,83.95,57.05,0
2026-01-04,9,3,Energy Drinks,North,Hypermarket,0,None,,,0.0,49,2.54,124.46,87.01,37.45,0
2026-01-04,9,4,Juice,North,Hypermarket,0,None,,,0.0,43,2.31,99.33,63.68,35.65,0
2026-01-04,9,5,Energy Drinks,North,Hypermarket,0,None,,,0.0,35,2.67,93.45,58.95,34.5,0
2026-01-04,9,6,Carbonated,North,Hypermarket,0,None,,,0.0,49,1.61,78.89,51.41,27.48,0
2026-01-04,9,7,Juice,North,Hypermarket,0,None,,,0.0,55,2.51,138.05,89.4,48.65,0
2026-01-04,9,8,Carbonated,North,Hypermarket,0,None,,,0.0,68,1.39,94.52,58.35,36.17,0
2026-01-04,9,9,Water,North,Hypermarket,0,None,,,0.0,48,1.08,51.84,35.35,16.49,0
2026-01-04,9,10,Dairy,North,Hypermarket,0,None,,,0.0,46,2.6,119.6,72.99,46.61,0
2026-01-04,9,11,Water,North,Hypermarket,1,Feature,2026-01-04,2026-01-18,0.25,71,0.71,50.41,31.63,18.78,0
2026-01-04,9,12,Juice,North,Hypermarket,0,None,,,0.0,40,2.52,100.8,61.84,38.96,0
2026-01-04,9,13,Dairy,North,Hypermarket,0,None,,,0.0,34,2.53,86.02,52.55,33.47,0
2026-01-04,9,14,Water,North,Hypermarket,0,None,,,0.0,54,0.95,51.3,33.11,18.19,0
2026-01-04,9,15,Carbonated,North,Hypermarket,0,None,,,0.0,59,1.59,93.81,56.18,37.63,0
2026-01-04,9,16,Juice,North,Hypermarket,0,None,,,0.0,53,2.23,118.19,66.44,51.75,0
2026-01-04,9,17,Energy Drinks,North,Hypermarket,0,None,,,0.0,63,3.0,189.0,114.55,74.45,0
2026-01-04,9,18,Carbonated,North,Hypermarket,0,None,,,0.0,48,1.5,72.0,48.42,23.58,0
2026-01-04,9,19,Energy Drinks,North,Hypermarket,0,None,,,0.0,29,2.67,77.43,44.13,33.3,1
2026-01-04,9,20,Dairy,North,Hypermarket,0,None,,,0.0,48,2.42,116.16,77.02,39.14,0
2026-01-04,10,1,Carbonated,South,Hypermarket,1,Bundle,2026-01-04,2026-01-18,0.25,74,1.22,90.28,61.49,28.79,0
2026-01-04,10,2,Juice,South,Hypermarket,0,None,,,0.0,54,2.35,126.9,77.47,49.43,0
2026-01-04,10,3,Energy Drinks,South,Hypermarket,1,Feature,2026-01-04,2026-01-11,0.19,65,2.06,133.9,74.66,59.24,0
2026-01-04,10,4,Juice,South,Hypermarket,1,Loyalty,2026-01-04,2026-01-04,0.19,68,1.87,127.16,88.03,39.13,0
2026-01-04,10,5,Energy Drinks,South,Hypermarket,0,None,,,0.0,50,2.67,133.5,88.19,45.31,0
2026-01-04,10,6,Carbonated,South,Hypermarket,0,None,,,0.0,57,1.61,91.77,55.98,35.79,0
2026-01-04,10,7,Juice,South,Hypermarket,0,None,,,0.0,60,2.51,150.6,85.57,65.03,0
2026-01-04,10,8,Carbonated,South,Hypermarket,0,None,,,0.0,44,1.39,61.16,35.47,25.69,0
2026-01-04,10,9,Water,South,Hypermarket,1,Bundle,2026-01-04,2026-01-04,0.16,45,0.91,40.95,28.54,12.41,0
2026-01-04,10,10,Dairy,South,Hypermarket,1,Feature,2026-01-04,2026-01-18,0.23,70,2.0,140.0,88.84,51.16,0
2026-01-04,10,11,Water,South,Hypermarket,0,None,,,0.0,51,0.95,48.45,32.78,15.67,0
2026-01-04,10,12,Juice,South,Hypermarket,0,None,,,0.0,54,2.52,136.08,75.08,61.0,0
2026-01-04,10,13,Dairy,South,Hypermarket,0,None,,,0.0,53,2.53,134.09,92.51,41.58,0
2026-01-04,10,14,Water,South,Hypermarket,1,Feature,2026-01-04,2026-01-18,0.19,50,0.77,38.5,26.13,12.37,0
2026-01-04,10,15,Carbonated,South,Hypermarket,0,None,,,0.0,35,1.59,55.65,35.0,20.65,1
2026-01-04,10,16,Juice,South,Hypermarket,0,None,,,0.0,51,2.23,113.73,64.61,49.12,1
2026-01-04,10,17,Energy Drinks,South,Hypermarket,0,None,,,0.0,48,3.0,144.0,81.29,62.71,0
2026-01-04,10,18,Carbonated,South,Hypermarket,1,Loyalty,2026-01-04,2026-01-11,0.28,67,1.08,72.36,41.39,30.97,0
2026-01-04,10,19,Energy Drinks,South,Hypermarket,0,None,,,0.0,62,2.67,165.54,95.85,69.69,0
2026-01-04,10,20,Dairy,South,Hypermarket,0,None,,,0.0,34,2.42,82.28,50.79,31.49,0
2026-01-04,11,1,Carbonated,East,Discounters,0,None,,,0.0,35,1.63,57.05,34.07,22.98,0
2026-01-04,11,2,Juice,East,Discounters,1,Discount,2026-01-04,2026-01-18,0.24,52,1.79,93.08,60.9,32.18,0
2026-01-04,11,3,Energy Drinks,East,Discounters,0,None,,,0.0,20,2.54,50.8,29.89,20.91,0
2026-01-04,11,4,Juice,East,Discounters,0,None,,,0.0,38,2.31,87.78,59.28,28.5,0
2026-01-04,11,5,Energy Drinks,East,Discounters,0,None,,,0.0,28,2.67,74.76,41.64,33.12,0
2026-01-04,11,6,Carbonated,East,Discounters,1,Bundle,2026-01-04,2026-01-04,0.26,50,1.19,59.5,35.19,24.31,0
2026-01-04,11,7,Juice,East,Discounters,0,None,,,0.0,44,2.51,110.44,69.68,40.76,0
2026-01-04,11,8,Carbonated,East,Discounters,1,Discount,2026-01-04,2026-01-11,0.13,45,1.21,54.45,32.22,22.23,0
2026-01-04,11,9,Water,East,Discounters,0,None,,,0.0,29,1.08,31.32,20.5,10.82,1
2026-01-04,11,10,Dairy,East,Discounters,0,None,,,0.0,39,2.6,101.4,60.98,40.42,0
2026-01-04,11,11,Water,East,Discounters,0,None,,,0.0,35,0.95,33.25,20.81,12.44,1
2026-01-04,11,12,Juice,East,Discounters,0,None,,,0.0,40,2.52,100.8,56.63,44.17,0
2026-01-04,11,13,Dairy,East,Discounters,0,None,,,0.0,38,2.53,96.14,60.86,35.28,0
2026-01-04,11,14,Water,East,Discounters,0,None,,,0.0,32,0.95,30.4,18.56,11.84,0
2026-01-04,11,15,Carbonated,East,Discounters,0,None,,,0.0,35,1.59,55.65,38.16,17.49,0
2026-01-04,11,16,Juice,East,Discounters,0,None,,,0.0,33,2.23,73.59,51.06,22.53,0
2026-01-04,11,17,Energy Drinks,East,Discounters,0,None,,,0.0,26,3.0,78.0,51.68,26.32,0
2026-01-04,11,18,Carbonated,East,Discounters,0,None,,,0.0,49,1.5,73.5,49.16,24.34,0
2026-01-04,11,19,Energy Drinks,East,Discounters,0,None,,,0.0,23,2.67,61.41,42.77,18.64,0
2026-01-04,11,20,Dairy,East,Discounters,0,None,,,0.0,30,2.42,72.6,49.81,22.79,0
2026-01-04,12,1,Carbonated,West,Discounters,1,Discount,2026-01-04,2026-01-04,0.16,57,1.37,78.09,44.46,33.63,0
2026-01-04,12,2,Juice,West,Discounters,0,None,,,0.0,46,2.35,108.1,62.96,45.14,0
2026-01-04,12,3,Energy Drinks,West,Discounters,0,None,,,0.0,24,2.54,60.96,34.76,26.2,0
2026-01-04,12,4,Juice,West,Discounters,0,None,,,0.0,37,2.31,85.47,55.93,29.54,0
2026-01-04,12,5,Energy Drinks,West,Discounters,0,None,,,0.0,32,2.67,85.44,56.18,29.26,0
2026-01-04,12,6,Carbonated,West,Discounters,0,None,,,0.0,32,1.61,51.52,30.45,21.07,0
2026-01-04,12,7,Juice,West,Discounters,0,None,,,0.0,37,2.51,92.87,52.34,40.53,0
2026-01-04,12,8,Carbonated,West,Discounters,0,None,,,0.0,41,1.39,56.99,33.77,23.22,0
2026-01-04,12,9,Water,West,Discounters,0,None,,,0.0,40,1.08,43.2,28.2,15.0,0
2026-01-04,12,10,Dairy,West,Discounters,0,None,,,0.0,37,2.6,96.2,64.62,31.58,0
2026-01-04,12,11,Water,West,Discounters,0,None,,,0.0,43,0.95,40.85,27.76,13.09,0
2026-01-04,12,12,Juice,West,Discounters,1,Bundle,2026-01-04,2026-01-04,0.15,37,2.14,79.18,45.91,33.27,0
2026-01-04,12,13,Dairy,West,Discounters,0,None,,,0.0,36,2.53,91.08,54.41,36.67,0
2026-01-04,12,14,Water,West,Discounters,0,None,,,0.0,44,0.95,41.8,24.53,17.27,0
2026-01-04,12,15,Carbonated,West,Discounters,0,None,,,0.0,39,1.59,62.01,40.43,21.58,0
2026-01-04,12,16,Juice,West,Discounters,0,None,,,0.0,43,2.23,95.89,66.15,29.74,0
2026-01-04,12,17,Energy Drinks,West,Discounters,0,None,,,0.0,28,3.0,84.0,51.61,32.39,0
2026-01-04,12,18,Carbonated,West,Discounters,0,None,,,0.0,35,1.5,52.5,34.16,18.34,0
2026-01-04,12,19,Energy Drinks,West,Discounters,0,None,,,0.0,28,2.67,74.76,52.26,22.5,0
2026-01-04,12,20,Dairy,West,Discounters,0,None,,,0.0,32,2.42,77.44,44.5,32.94,0
2026-01-04,13,1,Carbonated,North,Hypermarket,0,None,,,0.0,57,1.63,92.91,60.61,32.3,0
2026-01-04,13,2,Juice,North,Hypermarket,0,None,,,0.0,73,2.35,171.55,113.99,57.56,0
2026-01-04,13,3,Energy Drinks,North,Hypermarket,0,None,,,0.0,56,2.54,142.24,97.83,44.41,0
2026-01-04,13,4,Juice,North,Hypermarket,0,None,,,0.0,65,2.31,150.15,87.95,62.2,0
2026-01-04,13,5,Energy Drinks,North,Hypermarket,0,None,,,0.0,59,2.67,157.53,105.51,52.02,0
2026-01-04,13,6,Carbonated,North,Hypermarket,0,None,,,0.0,55,1.61,88.55,48.82,39.73,0
2026-01-04,13,7,Juice,North,Hypermarket,1,Feature,2026-01-04,2026-01-04,0.22,78,1.96,152.88,97.12,55.76,0
2026-01-04,13,8,Carbonated,North,Hypermarket,0,None,,,0.0,28,1.39,38.92,22.65,16.27,1
2026-01-04,13,9,Water,North,Hypermarket,0,None,,,0.0,70,1.08,75.6,46.88,28.72,0
2026-01-04,13,10,Dairy,North,Hypermarket,0,None,,,0.0,65,2.6,169.0,103.14,65.86,0
2026-01-04,13,11,Water,North,Hypermarket,0,None,,,0.0,59,0.95,56.05,34.01,22.04,0
2026-01-04,13,12,Juice,North,Hypermarket,0,None,,,0.0,63,2.52,158.76,106.94,51.82,0
2026-01-04,13,13,Dairy,North,Hypermarket,1,Loyalty,2026-01-04,2026-01-18,0.13,72,2.2,158.4,97.29,61.11,0
2026-01-04,13,14,Water,North,Hypermarket,0,None,,,0.0,38,0.95,36.1,20.07,16.03,0
2026-01-04,13,15,Carbonated,North,Hypermarket,0,None,,,0.0,49,1.59,77.91,52.15,25.76,0
2026-01-04,13,16,Juice,North,Hypermarket,0,None,,,0.0,66,2.23,147.18,85.56,61.62,0
2026-01-04,13,17,Energy Drinks,North,Hypermarket,0,None,,,0.0,47,3.0,141.0,90.2,50.8,0
2026-01-04,13,18,Carbonated,North,Hypermarket,0,None,,,0.0,63,1.5,94.5,52.18,42.32,0
2026-01-04,13,19,Energy Drinks,North,Hypermarket,1,Loyalty,2026-01-04,2026-01-11,0.24,84,2.03,170.52,100.37,70.15,0
2026-01-04,13,20,Dairy,North,Hypermarket,0,None,,,0.0,48,2.42,116.16,79.75,36.41,0
2026-01-04,14,1,Carbonated,South,Supermarket,0,None,,,0.0,37,1.63,60.31,34.92,25.39,0
2026-01-04,14,2,Juice,South,Supermarket,0,None,,,0.0,40,2.35,94.0,61.78,32.22,0
2026-01-04,14,3,Energy Drinks,South,Supermarket,0,None,,,0.0,36,2.54,91.44,52.06,39.38,0
2026-01-04,14,4,Juice,South,Supermarket,1,Feature,2026-01-04,2026-01-18,0.09,43,2.1,90.3,53.12,37.18,0
2026-01-04,14,5,Energy Drinks,South,Supermarket,0,None,,,0.0,33,2.67,88.11,58.41,29.7,0
2026-01-04,14,6,Carbonated,South,Supermarket,0,None,,,0.0,34,1.61,54.74,35.68,19.06,0
2026-01-04,14,7,Juice,South,Supermarket,0,None,,,0.0,36,2.51,90.36,54.91,35.45,0
2026-01-04,14,8,Carbonated,South,Supermarket,0,None,,,0.0,30,1.39,41.7,25.0,16.7,0
2026-01-04,14,9,Water,South,Supermarket,0,None,,,0.0,39,1.08,42.12,29.43,12.69,0
2026-01-04,14,10,Dairy,South,Supermarket,1,Loyalty,2026-01-04,2026-01-11,0.18,41,2.13,87.33,48.78,38.55,0
2026-01-04,14,11,Water,South,Supermarket,1,Bundle,2026-01-04,2026-01-11,0.26,47,0.7,32.9,18.12,14.78,0
2026-01-04,14,12,Juice,South,Supermarket,0,None,,,0.0,40,2.52,100.8,67.17,33.63,0
2026-01-04,14,13,Dairy,South,Supermarket,0,None,,,0.0,37,2.53,93.61,55.67,37.94,0
2026-01-04,14,14,Water,South,Supermarket,0,None,,,0.0,34,0.95,32.3,19.38,12.92,0
2026-01-04,14,15,Carbonated,South,Supermarket,1,Feature,2026-01-04,2026-01-04,0.23,46,1.22,56.12,37.8,18.32,0
2026-01-04,14,16,Juice,South,Supermarket,0,None,,,0.0,36,2.23,80.28,47.44,32.84,0
2026-01-04,14,17,Energy Drinks,South,Supermarket,0,None,,,0.0,35,3.0,105.0,72.15,32.85,0
2026-01-04,14,18,Carbonated,South,Supermarket,0,None,,,0.0,30,1.5,45.0,28.11,16.89,0
2026-01-04,14,19,Energy Drinks,South,Supermarket,1,Feature,2026-01-04,2026-01-18,0.2,40,2.14,85.6,56.29,29.31,0
2026-01-04,14,20,Dairy,South,Supermarket,0,None,,,0.0,39,2.42,94.38,55.88,38.5,0
2026-01-04,15,1,Carbonated,East,Discounters,1,Loyalty,2026-01-04,2026-01-11,0.21,36,1.29,46.44,32.2,14.24,0
2026-01-04,15,2,Juice,East,Discounters,0,None,,,0.0,28,2.35,65.8,41.13,24.67,0
2026-01-04,15,3,Energy Drinks,East,Discounters,0,None,,,0.0,15,2.54,38.1,25.56,12.54,0
2026-01-04,15,4,Juice,East,Discounters,0,None,,,0.0,32,2.31,73.92,47.78,26.14,0
2026-01-04,15,5,Energy Drinks,East,Discounters,0,None,,,0.0,18,2.67,48.06,30.16,17.9,0
2026-01-04,15,6,Carbonated,East,Discounters,0,None,,,0.0,24,1.61,38.64,26.94,11.7,0
2026-01-04,15,7,Juice,East,Discounters,0,None,,,0.0,31,2.51,77.81,52.39,25.42,0
2026-01-04,15,8,Carbonated,East,Discounters,0,None,,,0.0,29,1.39,40.31,24.95,15.36,0
2026-01-04,15,9,Water,East,Discounters,0,None,,,0.0,34,1.08,36.72,25.06,11.66,0
2026-01-04,15,10,Dairy,East,Discounters,1,Loyalty,2026-01-04,2026-01-11,0.14,38,2.24,85.12,58.16,26.96,0
2026-01-04,15,11,Water,East,Discounters,0,None,,,0.0,32,0.95,30.4,18.15,12.25,0
2026-01-04,15,12,Juice,East,Discounters,0,None,,,0.0,48,2.52,120.96,80.12,40.84,0
2026-01-04,15,13,Dairy,East,Discounters,0,None,,,0.0,20,2.53,50.6,35.33,15.27,0
2026-01-04,15,14,Water,East,Discounters,0,None,,,0.0,34,0.95,32.3,19.91,12.39,0
2026-01-04,15,15,Carbonated,East,Discounters,1,Bundle,2026-01-04,2026-01-18,0.2,27,1.27,34.29,20.58,13.71,0
2026-01-04,15,16,Juice,East,Discounters,1,Loyalty,2026-01-04,2026-01-04,0.25,50,1.67,83.5,52.04,31.46,0
2026-01-04,15,17,Energy Drinks,East,Discounters,0,None,,,0.0,18,3.0,54.0,34.45,19.55,0
2026-01-04,15,18,Carbonated,East,Discounters,1,Bundle,2026-01-04,2026-01-18,0.12,40,1.32,52.8,33.85,18.95,0
2026-01-04,15,19,Energy Drinks,East,Discounters,0,None,,,0.0,16,2.67,42.72,24.72,18.0,0
2026-01-04,15,20,Dairy,East,Discounters,0,None,,,0.0,26,2.42,62.92,40.82,22.1,0
2026-01-04,16,1,Carbonated,West,Supermarket,0,None,,,0.0,32,1.63,52.16,35.77,16.39,0
2026-01-04,16,2,Juice,West,Supermarket,0,None,,,0.0,41,2.35,96.35,63.27,33.08,0
2026-01-04,16,3,Energy Drinks,West,Supermarket,0,None,,,0.0,30,2.54,76.2,45.44,30.76,0
2026-01-04,16,4,Juice,West,Supermarket,0,None,,,0.0,34,2.31,78.54,45.53,33.01,0
2026-01-04,16,5,Energy Drinks,West,Supermarket,0,None,,,0.0,35,2.67,93.45,59.57,33.88,0
2026-01-04,16,6,Carbonated,West,Supermarket,0,None,,,0.0,46,1.61,74.06,51.55,22.51,0
2026-01-04,16,7,Juice,West,Supermarket,0,None,,,0.0,40,2.51,100.4,59.64,40.76,0
2026-01-04,16,8,Carbonated,West,Supermarket,0,None,,,0.0,32,1.39,44.48,30.72,13.76,0
2026-01-04,16,9,Water,West,Supermarket,0,None,,,0.0,39,1.08,42.12,29.14,12.98,0
2026-01-04,16,10,Dairy,West,Supermarket,0,None,,,0.0,37,2.6,96.2,60.26,35.94,0
2026-01-04,16,11,Water,West,Supermarket,1,Discount,2026-01-04,2026-01-11,0.15,54,0.81,43.74,25.54,18.2,0
2026-01-04,16,12,Juice,West,Supermarket,0,None,,,0.0,41,2.52,103.32,69.18,34.14,0
2026-01-04,16,13,Dairy,West,Supermarket,0,None,,,0.0,34,2.53,86.02,52.33,33.69,0
2026-01-04,16,14,Water,West,Supermarket,0,None,,,0.0,36,0.95,34.2,21.31,12.89,0
2026-01-04,16,15,Carbonated,West,Supermarket,0,None,,,0.0,47,1.59,74.73,42.91,31.82,0
2026-01-04,16,16,Juice,West,Supermarket,0,None,,,0.0,39,2.23,86.97,49.12,37.85,0
2026-01-04,16,17,Energy Drinks,West,Supermarket,0,None,,,0.0,34,3.0,102.0,60.0,42.0,0
2026-01-04,16,18,Carbonated,West,Supermarket,0,None,,,0.0,46,1.5,69.0,45.39,23.61,0
2026-01-04,16,19,Energy Drinks,West,Supermarket,0,None,,,0.0,34,2.67,90.78,55.71,35.07,0
2026-01-04,16,20,Dairy,West,Supermarket,0,None,,,0.0,37,2.42,89.54,55.32,34.22,0
2026-01-04,17,1,Carbonated,North,Convenience,1,Feature,2026-01-04,2026-01-04,0.23,24,1.26,30.24,20.48,9.76,0
2026-01-04,17,2,Juice,North,Convenience,1,Bundle,2026-01-04,2026-01-11,0.23,40,1.81,72.4,47.86,24.54,0
2026-01-04,17,3,Energy Drinks,North,Convenience,0,None,,,0.0,42,2.54,106.68,60.6,46.08,0
2026-01-04,17,4,Juice,North,Convenience,0,None,,,0.0,38,2.31,87.78,53.49,34.29,0
2026-01-04,17,5,Energy Drinks,North,Convenience,0,None,,,0.0,38,2.67,101.46,59.55,41.91,0
2026-01-04,17,6,Carbonated,North,Convenience,0,None,,,0.0,34,1.61,54.74,35.31,19.43,0
2026-01-04,17,7,Juice,North,Convenience,0,None,,,0.0,43,2.51,107.93,64.2,43.73,0
2026-01-04,17,8,Carbonated,North,Convenience,1,Bundle,2026-01-04,2026-01-11,0.25,53,1.04,55.12,33.62,21.5,0
2026-01-04,17,9,Water,North,Convenience,0,None,,,0.0,38,1.08,41.04,22.98,18.06,0
2026-01-04,17,10,Dairy,North,Convenience,0,None,,,0.0,21,2.6,54.6,36.82,17.78,0
2026-01-04,17,11,Water,North,Convenience,0,None,,,0.0,33,0.95,31.35,18.73,12.62,0
2026-01-04,17,12,Juice,North,Convenience,0,None,,,0.0,30,2.52,75.6,47.41,28.19,0
2026-01-04,17,13,Dairy,North,Convenience,1,Discount,2026-01-04,2026-01-18,0.22,35,1.97,68.95,38.79,30.16,0
2026-01-04,17,14,Water,North,Convenience,0,None,,,0.0,33,0.95,31.35,17.31,14.04,0
2026-01-04,17,15,Carbonated,North,Convenience,1,Loyalty,2026-01-04,2026-01-11,0.21,35,1.26,44.1,26.94,17.16,0
2026-01-04,17,16,Juice,North,Convenience,0,None,,,0.0,40,2.23,89.2,59.88,29.32,0
2026-01-04,17,17,Energy Drinks,North,Convenience,0,None,,,0.0,33,3.0,99.0,68.05,30.95,0
2026-01-04,17,18,Carbonated,North,Convenience,0,None,,,0.0,33,1.5,49.5,27.5,22.0,0
2026-01-04,17,19,Energy Drinks,North,Convenience,0,None,,,0.0,9,2.67,24.03,13.96,10.07,1
2026-01-04,17,20,Dairy,North,Convenience,1,Discount,2026-01-04,2026-01-11,0.09,26,2.2,57.2,32.97,24.23,0
2026-01-04,18,1,Carbonated,South,Hypermarket,0,None,,,0.0,47,1.63,76.61,49.51,27.1,0
2026-01-04,18,2,Juice,South,Hypermarket,1,Bundle,2026-01-04,2026-01-18,0.11,69,2.09,144.21,86.52,57.69,0
2026-01-04,18,3,Energy Drinks,South,Hypermarket,0,None,,,0.0,45,2.54,114.3,62.95,51.35,0
2026-01-04,18,4,Juice,South,Hypermarket,0,None,,,0.0,56,2.31,129.36,85.71,43.65,0
2026-01-04,18,5,Energy Drinks,South,Hypermarket,0,None,,,0.0,48,2.67,128.16,79.56,48.6,0
2026-01-04,18,6,Carbonated,South,Hypermarket,0,None,,,0.0,48,1.61,77.28,47.19,30.09,0
2026-01-04,18,7,Juice,South,Hypermarket,0,None,,,0.0,56,2.51,140.56,82.5,58.06,0
2026-01-04,18,8,Carbonated,South,Hypermarket,0,None,,,0.0,52,1.39,72.28,48.96,23.32,0
2026-01-04,18,9,Water,South,Hypermarket,0,None,,,0.0,67,1.08,72.36,46.1,26.26,0
2026-01-04,18,10,Dairy,South,Hypermarket,0,None,,,0.0,57,2.6,148.2,86.01,62.19,0
2026-01-04,18,11,Water,South,Hypermarket,0,None,,,0.0,63,0.95,59.85,33.65,26.2,0
2026-01-04,18,12,Juice,South,Hypermarket,0,None,,,0.0,71,2.52,178.92,104.11,74.81,0
2026-01-04,18,13,Dairy,South,Hypermarket,0,None,,,0.0,48,2.53,121.44,68.64,52.8,0
2026-01-04,18,14,Water,South,Hypermarket,0,None,,,0.0,47,0.95,44.65,26.93,17.72,0
2026-01-04,18,15,Carbonated,South,Hypermarket,0,None,,,0.0,47,1.59,74.73,41.36,33.37,0
2026-01-04,18,16,Juice,South,Hypermarket,0,None,,,0.0,55,2.23,122.65,72.5,50.15,0
2026-01-04,18,17,Energy Drinks,South,Hypermarket,0,None,,,0.0,60,3.0,180.0,125.43,54.57,0
2026-01-04,18,18,Carbonated,South,Hypermarket,0,None,,,0.0,36,1.5,54.0,31.95,22.05,0
2026-01-04,18,19,Energy Drinks,South,Hypermarket,1,Feature,2026-01-04,2026-01-11,0.15,67,2.27,152.09,100.72,51.37,0
2026-01-04,18,20,Dairy,South,Hypermarket,0,None,,,0.0,60,2.42,145.2,94.34,50.86,0
2026-01-04,19,1,Carbonated,East,Supermarket,0,None,,,0.0,24,1.63,39.12,22.03,17.09,0
