week_start,store_id,product_id,opening_qty,received_qty,sold_qty,closing_qty,shrinkage_qty
2026-01-11,29,8,49,60,40,69,1
2026-01-11,29,9,47,55,35,67,0
2026-01-11,29,10,51,51,39,63,0
2026-01-11,29,11,63,63,52,74,0
2026-01-11,29,12,56,78,43,91,0
2026-01-11,29,13,60,60,46,74,1
2026-01-11,29,14,54,54,45,63,0
2026-01-11,29,15,58,58,44,72,1
2026-01-11,29,16,58,58,41,75,0
2026-01-11,29,17,55,66,35,86,0
2026-01-11,29,18,57,57,38,76,0
2026-01-11,29,19,56,56,48,64,0
2026-01-11,29,20,42,56,35,63,0
2026-01-11,30,1,65,95,50,110,1
2026-01-11,30,2,38,38,29,47,1
2026-01-11,30,3,55,79,38,96,1
2026-01-11,30,4,92,123,75,140,1
2026-01-11,30,5,73,73,67,79,0
2026-01-11,30,6,52,52,42,62,1
2026-01-11,30,7,61,73,49,85,0
2026-01-11,30,8,64,64,50,78,0
2026-01-11,30,9,66,72,47,91,0
2026-01-11,30,10,55,55,35,75,0
2026-01-11,30,11,60,77,45,92,1
2026-01-11,30,12,66,83,46,103,0
2026-01-11,30,13,48,48,37,59,0
2026-01-11,30,14,64,82,51,95,0
2026-01-11,30,15,73,73,61,85,1
2026-01-11,30,16,72,74,55,91,1
2026-01-11,30,17,44,62,39,67,0
2026-01-11,30,18,58,81,53,86,0
2026-01-11,30,19,57,57,45,69,0
2026-01-11,30,20,66,66,51,81,1
2026-01-11,31,1,58,66,45,79,1
2026-01-11,31,2,67,97,52,112,2
2026-01-11,31,3,56,75,36,95,1
2026-01-11,31,4,64,73,51,86,2
2026-01-11,31,5,51,63,38,76,1
2026-01-11,31,6,57,57,42,72,0
2026-01-11,31,7,49,49,40,58,1
2026-01-11,31,8,47,59,40,66,1
2026-01-11,31,9,64,66,50,80,1
2026-01-11,31,10,54,60,34,80,0
2026-01-11,31,11,50,61,39,72,0
2026-01-11,31,12,61,61,49,73,0
2026-01-11,31,13,44,44,26,62,0
2026-01-11,31,14,51,65,45,71,0
2026-01-11,31,15,70,76,52,94,1
2026-01-11,31,16,52,52,38,66,0
2026-01-11,31,17,49,65,34,80,0
2026-01-11,31,18,66,66,55,77,1
2026-01-11,31,19,50,50,43,57,1
2026-01-11,31,20,37,39,32,44,0
2026-01-11,32,1,40,50,26,64,1
2026-01-11,32,2,42,42,32,52,1
2026-01-11,32,3,44,46,35,55,1
2026-01-11,32,4,44,59,29,74,0
2026-01-11,32,5,45,49,29,65,0
2026-01-11,32,6,31,36,24,43,0
2026-01-11,32,7,51,63,34,80,1
2026-01-11,32,8,51,62,34,79,0
2026-01-11,32,9,33,33,28,38,0
2026-01-11,32,10,25,33,20,38,0
2026-01-11,32,11,44,44,30,58,0
2026-01-11,32,12,47,66,32,81,1
2026-01-11,32,13,42,45,23,64,1
2026-01-11,32,14,42,42,30,54,0
2026-01-11,32,15,28,28,21,35,0
2026-01-11,32,16,45,62,34,73,1
2026-01-11,32,17,43,53,27,69,1
2026-01-11,32,18,36,45,28,53,0
2026-01-11,32,19,37,54,23,68,0
2026-01-11,32,20,23,23,8,38,0
2026-01-11,33,1,44,44,34,54,1
2026-01-11,33,2,50,50,41,59,1
2026-01-11,33,3,62,72,45,89,1
2026-01-11,33,4,56,56,45,67,0
2026-01-11,33,5,47,48,40,55,0
2026-01-11,33,6,37,37,32,42,1
2026-01-11,33,7,56,60,44,72,0
2026-01-11,33,8,58,77,40,95,0
2026-01-11,33,9,57,60,37,80,1
2026-01-11,33,10,42,58,28,72,1
2026-01-11,33,11,37,48,23,62,0
2026-01-11,33,12,42,42,33,51,1
2026-01-11,33,13,65,95,47,113,1
2026-01-11,33,14,42,42,34,50,0
2026-01-11,33,15,42,50,31,61,0
2026-01-11,33,16,44,53,37,60,1
2026-01-11,33,17,55,65,35,85,1
2026-01-11,33,18,45,55,37,63,0
2026-01-11,33,19,46,48,28,66,0
2026-01-11,33,20,46,48,40,54,1
2026-01-11,34,1,63,84,49,98,1
2026-01-11,34,2,43,61,33,71,0
2026-01-11,34,3,40,40,33,47,0
2026-01-11,34,4,54,79,44,89,1
2026-01-11,34,5,41,57,36,62,0
2026-01-11,34,6,58,74,45,87,1
2026-01-11,34,7,64,91,52,103,1
2026-01-11,34,8,52,65,46,71,0
2026-01-11,34,9,57,57,46,68,1
2026-01-11,34,10,57,57,43,71,0
2026-01-11,34,11,51,64,45,70,0
2026-01-11,34,12,59,67,48,78,1
2026-01-11,34,13,55,57,43,69,0
2026-01-11,34,14,65,65,48,82,0
2026-01-11,34,15,53,62,42,73,0
2026-01-11,34,16,49,49,32,66,0
2026-01-11,34,17,68,88,48,108,1
2026-01-11,34,18,56,77,50,83,2
2026-01-11,34,19,46,57,40,63,0
2026-01-11,34,20,42,49,27,64,1
2026-01-11,35,1,45,50,34,61,0
2026-01-11,35,2,53,53,33,73,1
2026-01-11,35,3,41,41,28,54,0
2026-01-11,35,4,57,82,48,91,0
2026-01-11,35,5,42,42,36,48,0
2026-01-11,35,6,49,62,43,68,1
2026-01-11,35,7,50,50,31,69,1
2026-01-11,35,8,48,68,33,83,1
2026-01-11,35,9,49,49,38,60,0
2026-01-11,35,10,43,54,24,73,1
2026-01-11,35,11,49,49,41,57,0
2026-01-11,35,12,66,98,57,107,2
2026-01-11,35,13,39,56,33,62,1
2026-01-11,35,14,44,44,34,54,0
2026-01-11,35,15,36,36,26,46,0
2026-01-11,35,16,42,60,31,71,1
2026-01-11,35,17,47,47,33,61,1
2026-01-11,35,18,38,56,29,65,1
2026-01-11,35,19,67,72,49,90,0
2026-01-11,35,20,47,47,31,63,1
2026-01-11,36,1,47,47,35,59,0
2026-01-11,36,2,52,67,38,81,0
2026-01-11,36,3,42,42,30,54,0
2026-01-11,36,4,47,48,38,57,0
2026-01-11,36,5,36,38,27,47,0
2026-01-11,36,6,68,86,50,104,2
2026-01-11,36,7,44,47,31,60,1
2026-01-11,36,8,58,58,45,71,1
2026-01-11,36,9,56,78,43,91,1
2026-01-11,36,10,41,41,34,48,1
2026-01-11,36,11,44,45,35,54,0
2026-01-11,36,12,52,63,34,81,0
2026-01-11,36,13,53,75,35,93,0
2026-01-11,36,14,48,48,38,58,1
2026-01-11,36,15,48,48,34,62,0
2026-01-11,36,16,37,37,20,54,0
2026-01-11,36,17,39,46,25,60,1
2026-01-11,36,18,48,50,41,57,0
2026-01-11,36,19,31,31,23,39,0
2026-01-11,36,20,37,41,28,50,0
2026-01-11,37,1,67,67,50,84,0
2026-01-11,37,2,82,106,64,124,2
2026-01-11,37,3,65,65,50,80,1
2026-01-11,37,4,83,116,63,136,2
2026-01-11,37,5,83,83,72,94,2
2026-01-11,37,6,68,68,58,78,2
2026-01-11,37,7,66,66,58,74,1
2026-01-11,37,8,77,89,58,108,0
2026-01-11,37,9,68,68,58,78,0
2026-01-11,37,10,56,56,46,66,1
2026-01-11,37,11,56,56,51,61,0
2026-01-11,37,12,76,76,67,85,0
2026-01-11,37,13,82,110,65,127,0
2026-01-11,37,14,55,59,43,71,0
2026-01-11,37,15,82,99,64,117,0
2026-01-11,37,16,73,105,60,118,1
2026-01-11,37,17,45,64,36,73,0
2026-01-11,37,18,53,66,45,74,0
2026-01-11,37,19,58,83,45,96,0
2026-01-11,37,20,50,52,45,57,0
2026-01-11,38,1,35,35,27,43,0
2026-01-11,38,2,44,60,28,76,0
2026-01-11,38,3,34,36,19,51,0
2026-01-11,38,4,45,45,39,51,0
2026-01-11,38,5,28,28,21,35,0
2026-01-11,38,6,39,39,27,51,0
2026-01-11,38,7,44,51,34,61,0
2026-01-11,38,8,48,71,29,90,1
2026-01-11,38,9,45,52,39,58,0
2026-01-11,38,10,46,53,31,68,0
2026-01-11,38,11,54,61,37,78,1
2026-01-11,38,12,48,60,40,68,1
2026-01-11,38,13,38,51,28,61,0
2026-01-11,38,14,57,83,39,101,0
2026-01-11,38,15,36,36,29,43,0
2026-01-11,38,16,40,58,32,66,1
2026-01-11,38,17,54,70,34,90,1
2026-01-11,38,18,47,59,39,67,1
2026-01-11,38,19,33,38,17,54,0
2026-01-11,38,20,42,42,34,50,0
2026-01-11,39,1,43,43,37,49,1
2026-01-11,39,2,49,49,29,69,1
2026-01-11,39,3,41,41,27,55,0
2026-01-11,39,4,39,55,30,64,1
2026-01-11,39,5,54,65,36,83,1
2026-01-11,39,6,38,55,26,67,0
2026-01-11,39,7,35,46,29,52,0
2026-01-11,39,8,41,41,21,61,0
2026-01-11,39,9,48,66,31,83,0
2026-01-11,39,10,47,47,28,66,1
2026-01-11,39,11,53,53,34,72,1
2026-01-11,39,12,55,58,37,76,1
2026-01-11,39,13,55,63,43,75,0
2026-01-11,39,14,44,65,34,75,0
2026-01-11,39,15,51,51,35,67,0
2026-01-11,39,16,50,50,30,70,0
2026-01-11,39,17,53,53,38,68,0
2026-01-11,39,18,53,78,35,96,0
2026-01-11,39,19,44,64,38,70,0
2026-01-11,39,20,38,38,21,55,0
2026-01-11,40,1,68,68,63,73,1
2026-01-11,40,2,58,58,45,71,0
2026-01-11,40,3,76,93,58,111,0
2026-01-11,40,4,52,52,47,57,0
2026-01-11,40,5,62,77,43,96,2
2026-01-11,40,6,65,73,50,88,0
2026-01-11,40,7,101,101,84,118,2
2026-01-11,40,8,46,68,38,76,0
2026-01-11,40,9,67,67,54,80,1
2026-01-11,40,10,65,74,51,88,1
2026-01-11,40,11,88,88,76,100,2
2026-01-11,40,12,59,81,44,96,1
2026-01-11,40,13,50,50,45,55,1
2026-01-11,40,14,60,80,42,98,0
2026-01-11,40,15,61,76,43,94,0
2026-01-11,40,16,84,113,65,132,1
2026-01-11,40,17,65,76,50,91,0
2026-01-11,40,18,65,84,52,97,2
2026-01-11,40,19,57,57,40,74,1
2026-01-11,40,20,62,85,46,101,2
2026-01-11,41,1,51,51,38,64,0
2026-01-11,41,2,53,53,41,65,1
2026-01-11,41,3,42,42,24,60,1
2026-01-11,41,4,44,49,29,64,1
2026-01-11,41,5,38,42,32,48,0
2026-01-11,41,6,46,53,38,61,0
2026-01-11,41,7,56,57,44,69,1
2026-01-11,41,8,51,75,35,91,1
2026-01-11,41,9,49,69,40,78,1
2026-01-11,41,10,40,40,26,54,0
2026-01-11,41,11,47,56,35,68,0
2026-01-11,41,12,49,67,30,86,1
2026-01-11,41,13,41,53,32,62,0
2026-01-11,41,14,61,61,51,71,1
2026-01-11,41,15,46,46,34,58,1
2026-01-11,41,16,41,41,32,50,1
2026-01-11,41,17,39,41,23,57,0
2026-01-11,41,18,65,65,48,82,1
2026-01-11,41,19,40,40,26,54,0
2026-01-11,41,20,49,49,37,61,0
2026-01-11,42,1,43,53,31,65,0
2026-01-11,42,2,50,58,30,78,1
2026-01-11,42,3,48,48,30,66,1
2026-01-11,42,4,37,46,28,55,0
2026-01-11,42,5,35,35,29,41,0
2026-01-11,42,6,49,68,32,85,1
2026-01-11,42,7,42,53,35,60,1
2026-01-11,42,8,55,55,38,72,0
2026-01-11,42,9,41,47,35,53,0
2026-01-11,42,10,34,34,29,39,0
2026-01-11,42,11,45,48,35,58,0
2026-01-11,42,12,49,66,35,80,0
2026-01-11,42,13,31,43,20,54,0
2026-01-11,42,14,51,63,32,82,0
2026-01-11,42,15,44,44,37,51,0
2026-01-11,42,16,44,61,34,71,1
2026-01-11,42,17,49,69,32,86,1
2026-01-11,42,18,39,41,32,48,0
2026-01-11,42,19,47,62,35,74,0
2026-01-11,42,20,39,49,23,65,0
2026-01-11,43,1,45,48,40,53,0
2026-01-11,43,2,49,66,35,80,0
2026-01-11,43,3,68,68,51,85,1
2026-01-11,43,4,64,64,47,81,0
2026-01-11,43,5,46,53,40,59,0
2026-01-11,43,6,33,40,27,46,0
2026-01-11,43,7,49,68,43,74,1
2026-01-11,43,8,52,67,32,87,1
2026-01-11,43,9,78,82,61,99,0
2026-01-11,43,10,57,57,37,77,1
2026-01-11,43,11,63,79,49,93,1
2026-01-11,43,12,61,61,52,70,0
2026-01-11,43,13,38,38,31,45,0
2026-01-11,43,14,62,82,46,98,1
2026-01-11,43,15,70,70,61,79,1
2026-01-11,43,16,40,40,29,51,0
2026-01-11,43,17,82,91,63,110,1
2026-01-11,43,18,63,68,49,82,1
2026-01-11,43,19,50,50,34,66,0
2026-01-11,43,20,63,91,57,97,1
2026-01-11,44,1,41,41,36,46,0
2026-01-11,44,2,67,89,47,109,1
2026-01-11,44,3,50,50,32,68,1
2026-01-11,44,4,45,60,31,74,1
2026-01-11,44,5,44,44,35,53,0
2026-01-11,44,6,56,56,36,76,0
2026-01-11,44,7,45,58,36,67,0
2026-01-11,44,8,72,72,54,90,1
2026-01-11,44,9,64,69,50,83,0
2026-01-11,44,10,51,68,32,87,1
2026-01-11,44,11,60,88,47,101,2
2026-01-11,44,12,56,56,41,71,0
2026-01-11,44,13,47,51,35,63,0
2026-01-11,44,14,42,60,35,67,1
2026-01-11,44,15,49,49,37,61,0
2026-01-11,44,16,65,65,48,82,0
2026-01-11,44,17,49,49,39,59,0
2026-01-11,44,18,35,46,29,52,0
2026-01-11,44,19,32,37,27,42,0
2026-01-11,44,20,45,51,25,71,0
2026-01-11,45,1,68,101,48,121,2
2026-01-11,45,2,56,78,44,90,0
2026-01-11,45,3,65,93,50,108,2
2026-01-11,45,4,67,70,61,76,0
2026-01-11,45,5,86,86,69,103,0
2026-01-11,45,6,53,68,46,75,0
2026-01-11,45,7,69,69,50,88,0
2026-01-11,45,8,54,59,49,64,1
2026-01-11,45,9,80,95,65,110,1
2026-01-11,45,10,42,42,37,47,1
2026-01-11,45,11,59,59,51,67,0
2026-01-11,45,12,61,61,52,70,1
2026-01-11,45,13,70,78,54,94,1
2026-01-11,45,14,66,68,58,76,1
2026-01-11,45,15,76,80,60,96,2
2026-01-11,45,16,75,81,56,100,0
2026-01-11,45,17,43,43,36,50,0
2026-01-11,45,18,59,76,45,90,1
2026-01-11,45,19,51,67,45,73,1
2026-01-11,45,20,53,69,35,87,0
2026-01-11,46,1,63,63,49,77,1
2026-01-11,46,2,59,59,45,73,1
2026-01-11,46,3,42,60,36,66,1
2026-01-11,46,4,50,71,44,77,1
2026-01-11,46,5,50,50,40,60,0
2026-01-11,46,6,66,66,50,82,0
2026-01-11,46,7,66,67,48,85,1
2026-01-11,46,8,61,61,56,66,1
2026-01-11,46,9,61,83,51,93,0
2026-01-11,46,10,62,62,43,81,0
2026-01-11,46,11,50,56,40,66,0
2026-01-11,46,12,59,62,43,78,1
2026-01-11,46,13,57,57,38,76,0
2026-01-11,46,14,59,64,45,78,1
2026-01-11,46,15,68,96,49,115,0
2026-01-11,46,16,56,56,43,69,1
2026-01-11,46,17,54,54,41,67,0
2026-01-11,46,18,67,86,49,104,2
2026-01-11,46,19,44,60,36,68,1
2026-01-11,46,20,52,52,43,61,0
2026-01-11,47,1,56,56,46,66,0
2026-01-11,47,2,58,58,50,66,1
2026-01-11,47,3,52,52,36,68,0
2026-01-11,47,4,69,95,61,103,0
2026-01-11,47,5,55,76,46,85,0
2026-01-11,47,6,102,102,83,121,1
2026-01-11,47,7,67,86,59,94,1
2026-01-11,47,8,67,70,53,84,1
2026-01-11,47,9,81,98,62,117,0
2026-01-11,47,10,59,64,41,82,0
2026-01-11,47,11,66,94,61,99,1
2026-01-11,47,12,57,57,51,63,1
2026-01-11,47,13,73,83,62,94,0
2026-01-11,47,14,56,62,48,70,0
2026-01-11,47,15,57,79,51,85,0
2026-01-11,47,16,70,102,54,118,1
2026-01-11,47,17,68,68,60,76,1
2026-01-11,47,18,93,118,81,130,1
2026-01-11,47,19,85,97,65,117,0
2026-01-11,47,20,65,90,56,99,2
2026-01-11,48,1,52,72,37,87,1
2026-01-11,48,2,46,46,39,53,0
2026-01-11,48,3,42,42,26,58,0
2026-01-11,48,4,43,43,33,53,1
2026-01-11,48,5,43,61,36,68,1
2026-01-11,48,6,59,59,42,76,0
2026-01-11,48,7,66,79,47,98,1
2026-01-11,48,8,62,62,51,73,1
2026-01-11,48,9,50,57,38,69,1
2026-01-11,48,10,51,67,34,84,0
2026-01-11,48,11,51,65,41,75,0
2026-01-11,48,12,59,71,43,87,1
2026-01-11,48,13,35,51,16,70,0
2026-01-11,48,14,55,55,50,60,0
2026-01-11,48,15,53,53,45,61,0
2026-01-11,48,16,65,65,50,80,0
2026-01-11,48,17,46,46,33,59,1
2026-01-11,48,18,30,37,23,44,0
2026-01-11,48,19,41,48,33,56,0
2026-01-11,48,20,39,51,21,69,0
2026-01-11,49,1,45,45,29,61,0
2026-01-11,49,2,41,44,24,61,0
2026-01-11,49,3,60,60,46,74,0
2026-01-11,49,4,56,77,36,97,1
2026-01-11,49,5,61,90,44,107,1
2026-01-11,49,6,53,54,45,62,1
2026-01-11,49,7,46,58,32,72,1
2026-01-11,49,8,42,60,35,67,1
2026-01-11,49,9,39,45,22,62,1
2026-01-11,49,10,41,41,30,52,0
2026-01-11,49,11,40,48,29,59,0
2026-01-11,49,12,40,42,33,49,0
2026-01-11,49,13,37,37,24,50,0
2026-01-11,49,14,54,71,45,80,1
2026-01-11,49,15,49,49,42,56,0
2026-01-11,49,16,46,62,39,69,1
2026-01-11,49,17,45,64,32,77,0
2026-01-11,49,18,41,41,28,54,0
2026-01-11,49,19,51,51,36,66,0
2026-01-11,49,20,45,58,27,76,1
2026-01-11,50,1,48,58,34,72,1
2026-01-11,50,2,71,82,53,100,0
2026-01-11,50,3,40,59,28,71,1
2026-01-11,50,4,42,57,28,71,0
2026-01-11,50,5,43,47,25,65,1
2026-01-11,50,6,57,76,37,96,0
2026-01-11,50,7,57,65,40,82,0
2026-01-11,50,8,65,93,45,113,0
2026-01-11,50,9,51,74,34,91,1
2026-01-11,50,10,60,60,43,77,1
2026-01-11,50,11,52,52,44,60,0
2026-01-11,50,12,68,68,58,78,0
2026-01-11,50,13,61,61,43,79,0
2026-01-11,50,14,61,84,41,104,1
2026-01-11,50,15,61,61,48,74,0
2026-01-11,50,16,72,72,57,87,1
2026-01-11,50,17,47,51,27,71,1
2026-01-11,50,18,54,63,35,82,0
2026-01-11,50,19,35,35,28,42,0
2026-01-11,50,20,36,36,25,47,0
2026-01-18,1,1,62,78,48,92,0
2026-01-18,1,2,40,45,34,51,0
2026-01-18,1,3,53,53,39,67,0
2026-01-18,1,4,54,79,35,98,1
2026-01-18,1,5,55,65,50,70,0
2026-01-18,1,6,65,73,53,85,1
2026-01-18,1,7,68,68,60,76,0
2026-01-18,1,8,68,68,52,84,1
2026-01-18,1,9,58,80,49,89,1
2026-01-18,1,10,57,63,45,75,1
2026-01-18,1,11,62,68,47,83,0
2026-01-18,1,12,54,54,42,66,1
2026-01-18,1,13,59,59,42,76,0
2026-01-18,1,14,75,75,60,90,1
2026-01-18,1,15,53,53,47,59,0
2026-01-18,1,16,59,59,48,70,0
2026-01-18,1,17,62,62,45,79,1
2026-01-18,1,18,56,56,44,68,1
2026-01-18,1,19,43,43,38,48,0
2026-01-18,1,20,72,107,53,126,2
2026-01-18,2,1,32,44,27,49,1
2026-01-18,2,2,52,58,34,76,1
2026-01-18,2,3,27,36,20,43,0
2026-01-18,2,4,60,62,45,77,0
2026-01-18,2,5,40,40,28,52,0
2026-01-18,2,6,45,65,32,78,1
2026-01-18,2,7,43,43,32,54,1
2026-01-18,2,8,57,57,39,75,0
2026-01-18,2,9,47,47,39,55,1
2026-01-18,2,10,37,37,29,45,0
2026-01-18,2,11,52,56,39,69,1
2026-01-18,2,12,69,70,50,89,0
2026-01-18,2,13,45,45,31,59,0
2026-01-18,2,14,51,51,39,63,0
2026-01-18,2,15,57,74,38,93,1
2026-01-18,2,16,50,50,36,64,0
2026-01-18,2,17,34,34,17,51,0
2026-01-18,2,18,54,61,34,81,0
2026-01-18,2,19,37,49,19,67,0
2026-01-18,2,20,34,34,25,43,0
2026-01-18,3,1,50,52,36,66,0
2026-01-18,3,2,66,90,49,107,1
2026-01-18,3,3,46,63,26,83,1
2026-01-18,3,4,38,45,33,50,0
2026-01-18,3,5,52,56,34,74,1
2026-01-18,3,6,50,50,42,58,0
2026-01-18,3,7,55,55,41,69,1
2026-01-18,3,8,55,55,39,71,0
2026-01-18,3,9,61,78,46,93,1
2026-01-18,3,10,40,54,28,66,1
2026-01-18,3,11,76,76,56,96,1
2026-01-18,3,12,52,71,39,84,1
2026-01-18,3,13,55,74,37,92,1
2026-01-18,3,14,45,54,35,64,1
2026-01-18,3,15,61,72,41,92,0
2026-01-18,3,16,49,49,36,62,0
2026-01-18,3,17,40,40,25,55,0
2026-01-18,3,18,36,36,29,43,0
2026-01-18,3,19,31,31,25,37,0
2026-01-18,3,20,48,48,28,68,1
2026-01-18,4,1,64,64,50,78,1
2026-01-18,4,2,63,76,55,84,1
2026-01-18,4,3,54,61,45,70,1
2026-01-18,4,4,63,94,57,100,1
2026-01-18,4,5,59,80,45,94,0
2026-01-18,4,6,59,83,45,97,0
2026-01-18,4,7,54,54,39,69,1
2026-01-18,4,8,58,78,47,89,0
2026-01-18,4,9,68,68,59,77,1
2026-01-18,4,10,68,99,51,116,2
2026-01-18,4,11,63,87,50,100,0
2026-01-18,4,12,71,71,64,78,0
2026-01-18,4,13,63,86,53,96,1
2026-01-18,4,14,65,65,51,79,1
2026-01-18,4,15,63,65,53,75,1
2026-01-18,4,16,52,60,45,67,1
2026-01-18,4,17,65,87,58,94,1
2026-01-18,4,18,70,80,57,93,2
2026-01-18,4,19,65,69,54,80,1
2026-01-18,4,20,69,93,62,100,1
2026-01-18,5,1,47,67,29,85,1
2026-01-18,5,2,35,47,29,53,0
2026-01-18,5,3,58,83,46,95,1
2026-01-18,5,4,43,57,32,68,0
2026-01-18,5,5,40,40,25,55,0
2026-01-18,5,6,39,39,33,45,0
2026-01-18,5,7,51,56,41,66,1
2026-01-18,5,8,42,61,26,77,0
2026-01-18,5,9,38,43,32,49,0
2026-01-18,5,10,40,56,26,70,0
2026-01-18,5,11,59,81,43,97,1
2026-01-18,5,12,35,35,25,45,0
2026-01-18,5,13,43,45,36,52,0
2026-01-18,5,14,37,45,28,54,1
2026-01-18,5,15,48,48,33,63,1
2026-01-18,5,16,26,33,10,49,0
2026-01-18,5,17,44,44,28,60,0
2026-01-18,5,18,49,49,29,69,1
2026-01-18,5,19,40,40,32,48,0
2026-01-18,5,20,51,74,33,92,2
2026-01-18,6,1,63,75,44,94,1
2026-01-18,6,2,55,73,38,90,0
2026-01-18,6,3,42,56,36,62,1
2026-01-18,6,4,58,83,42,99,2
2026-01-18,6,5,44,46,37,53,1
2026-01-18,6,6,43,43,32,54,0
2026-01-18,6,7,44,44,35,53,0
2026-01-18,6,8,61,82,42,101,2
2026-01-18,6,9,67,81,61,87,0
2026-01-18,6,10,43,62,31,74,0
2026-01-18,6,11,54,76,34,96,1
2026-01-18,6,12,56,56,42,70,1
2026-01-18,6,13,61,84,51,94,0
2026-01-18,6,14,68,73,54,87,1
2026-01-18,6,15,56,56,44,68,0
2026-01-18,6,16,46,46,38,54,0
2026-01-18,6,17,45,45,29,61,0
2026-01-18,6,18,45,58,29,74,0
2026-01-18,6,19,54,69,41,82,0
2026-01-18,6,20,51,54,42,63,0
2026-01-18,7,1,62,62,43,81,1
2026-01-18,7,2,46,46,40,52,1
2026-01-18,7,3,35,37,24,48,0
2026-01-18,7,4,40,56,28,68,0
2026-01-18,7,5,33,33,22,44,0
2026-01-18,7,6,51,51,43,59,0
2026-01-18,7,7,56,66,37,85,1
2026-01-18,7,8,51,51,40,62,1
2026-01-18,7,9,49,49,37,61,0
2026-01-18,7,10,46,60,41,65,1
2026-01-18,7,11,61,65,46,80,0
2026-01-18,7,12,56,56,47,65,0
2026-01-18,7,13,44,44,34,54,0
2026-01-18,7,14,48,48,40,56,0
2026-01-18,7,15,46,50,36,60,1
2026-01-18,7,16,61,85,54,92,1
2026-01-18,7,17,29,29,16,42,0
2026-01-18,7,18,51,51,37,65,1
2026-01-18,7,19,36,40,30,46,0
2026-01-18,7,20,60,85,47,98,1
2026-01-18,8,1,45,64,28,81,1
2026-01-18,8,2,43,61,28,76,1
2026-01-18,8,3,34,46,29,51,0
2026-01-18,8,4,50,52,38,64,1
2026-01-18,8,5,47,47,39,55,0
2026-01-18,8,6,41,60,28,73,0
2026-01-18,8,7,46,47,26,67,0
2026-01-18,8,8,33,43,28,48,0
2026-01-18,8,9,47,47,38,56,1
2026-01-18,8,10,29,34,19,44,0
2026-01-18,8,11,43,43,30,56,0
2026-01-18,8,12,45,55,27,73,1
2026-01-18,8,13,42,42,25,59,1
2026-01-18,8,14,48,71,30,89,0
2026-01-18,8,15,41,41,27,55,0
2026-01-18,8,16,34,34,28,40,0
2026-01-18,8,17,45,45,27,63,0
2026-01-18,8,18,39,56,24,71,0
2026-01-18,8,19,39,39,22,56,0
2026-01-18,8,20,22,31,17,36,0
2026-01-18,9,1,55,68,36,87,0
2026-01-18,9,2,86,86,67,105,1
2026-01-18,9,3,67,67,51,83,0
2026-01-18,9,4,56,56,44,68,0
2026-01-18,9,5,68,68,52,84,0
2026-01-18,9,6,68,68,50,86,1
2026-01-18,9,7,77,77,57,97,2
2026-01-18,9,8,62,79,49,92,2
2026-01-18,9,9,62,83,56,89,2
2026-01-18,9,10,52,61,43,70,1
2026-01-18,9,11,52,61,43,70,1
2026-01-18,9,12,72,100,58,114,2
2026-01-18,9,13,54,54,34,74,1
2026-01-18,9,14,59,60,54,65,1
2026-01-18,9,15,62,72,52,82,0
2026-01-18,9,16,64,93,48,109,2
2026-01-18,9,17,67,88,51,104,1
2026-01-18,9,18,47,57,39,65,0
2026-01-18,9,19,70,70,59,81,1
2026-01-18,9,20,61,84,48,97,1
2026-01-18,10,1,52,52,42,62,0
2026-01-18,10,2,75,98,64,109,1
2026-01-18,10,3,78,78,69,87,1
2026-01-18,10,4,62,62,51,73,0
2026-01-18,10,5,85,85,65,105,2
2026-01-18,10,6,83,90,63,110,1
2026-01-18,10,7,73,73,62,84,1
2026-01-18,10,8,77,86,68,95,0
2026-01-18,10,9,75,88,60,103,0
2026-01-18,10,10,81,118,61,138,1
2026-01-18,10,11,85,101,78,108,0
2026-01-18,10,12,95,95,77,113,1
2026-01-18,10,13,65,65,60,70,1
2026-01-18,10,14,69,97,58,108,1
2026-01-18,10,15,66,83,56,93,1
2026-01-18,10,16,88,88,68,108,1
2026-01-18,10,17,67,67,47,87,0
2026-01-18,10,18,68,79,60,87,1
2026-01-18,10,19,62,62,45,79,0
2026-01-18,10,20,57,60,41,76,1
2026-01-18,11,1,44,62,36,70,0
2026-01-18,11,2,47,47,39,55,0
2026-01-18,11,3,39,48,20,67,1
2026-01-18,11,4,46,60,41,65,0
2026-01-18,11,5,42,43,26,59,0
2026-01-18,11,6,52,60,43,69,1
2026-01-18,11,7,55,55,43,67,1
2026-01-18,11,8,62,62,47,77,0
2026-01-18,11,9,38,55,33,60,0
2026-01-18,11,10,58,58,41,75,0
2026-01-18,11,11,60,60,47,73,1
2026-01-18,11,12,53,53,42,64,0
2026-01-18,11,13,52,52,33,71,0
2026-01-18,11,14,52,58,32,78,0
2026-01-18,11,15,55,58,44,69,1
2026-01-18,11,16,56,80,43,93,1
2026-01-18,11,17,37,37,21,53,0
2026-01-18,11,18,44,44,29,59,0
2026-01-18,11,19,37,37,20,54,0
2026-01-18,11,20,50,61,37,74,1
2026-01-18,12,1,50,53,38,65,1
2026-01-18,12,2,38,48,31,55,0
2026-01-18,12,3,41,52,23,70,0
2026-01-18,12,4,63,75,51,87,1
2026-01-18,12,5,35,41,28,48,0
2026-01-18,12,6,75,106,68,113,0
2026-01-18,12,7,59,87,49,97,2
2026-01-18,12,8,50,74,37,87,1
2026-01-18,12,9,64,64,44,84,0
2026-01-18,12,10,49,58,35,72,0
2026-01-18,12,11,58,58,47,69,1
